,file_id,R_squared,mean_curvetrue_change_rate,mean_slope_abs,mean_triangle_area,label
0,11_11_left,0.9782387705899223,14.444321338972781,0.22776046702172226,2.8604497354497385e-05,0
1,11_11_right,0.975111246677121,6.332757473846261,0.24355679932603017,1.3706140350877144e-05,0
2,11_1_left,0.9759781939407542,4.531590813666362,0.18599822305317648,1.0374958291625009e-05,0
3,11_1_right,0.9702661183155915,6.741514651504735,0.16775636914525835,9.941832858499676e-06,0
4,11_3_left,0.5764438324638741,15.256365349424657,0.2303531925807013,5.927802802802816e-05,0
5,11_3_right,0.9575546579658587,7.909809119293402,0.32785070548550954,1.4991181657848473e-05,0
6,11_5_left,0.9266182933945392,7.765109121105929,0.19823090489757042,1.282354797979785e-05,0
7,11_5_right,0.98730432747808,7.834891709150307,0.2200602307745171,1.2420957542908848e-05,0
8,11_7_left,0.8426922031834561,24.05703649730104,0.284320273970526,0.00013534199522102728,0
9,11_7_right,0.9730425537321911,7.785012092593594,0.1987234987234985,1.4976637517146684e-05,0
10,11_9_left,0.9514122043062577,9.798994191786077,0.2186697030934306,3.0124742798353945e-05,0
11,11_9_right,0.9772423395492487,12.276696522561181,0.35338560726262025,1.2695592879701454e-05,0
12,12_1_left,0.9965322373726633,2.599752236038866,0.2853995432671907,7.098765432098761e-05,0
13,12_5_left,0.9976644263278416,3.2710745352920103,0.3826533411280035,9.355709876543065e-05,0
14,12_7_left,0.9976199124667563,3.255494953183912,0.36823678844704805,9.216392318244212e-05,0
15,12_9_left,0.9944268657275485,4.861462676998208,0.3917248403294453,8.118872549019567e-05,0
16,16_11_right,0.9876211743969822,6.327336502432964,0.3826562569054725,7.13734567901233e-05,0
17,16_13_right,0.9875156784927481,5.493655409852283,0.31537335989582194,4.794973544973547e-05,0
18,16_1_right,0.9830966656010584,7.8542671350164746,0.5097698436245794,7.53572866344605e-05,0
19,16_3_right,0.9880557853100408,9.502769714026773,0.3874994733755868,5.21292621987064e-05,0
20,16_7_right,0.9113092992337546,8.398444160181889,0.44870278458425117,0.00027657214506172874,0
21,16_9_right,0.989267872090738,3.922341232388539,0.4064811594418675,5.7732583774250615e-05,0
22,17_7_left,0.9934598595543638,44.79781610592938,1.2728991091386097,7.377295995182168e-05,0
23,17_7_right,0.8585104539608469,7.096023242619374,2.044736227824468,1.378676470588237e-05,0
24,17_9_left,0.9884914042507473,21.37897331356514,1.2023514497198697,5.1144894894895095e-05,0
25,17_9_right,0.9327398688884632,9.414746136232568,1.8677786371334812,1.630326563122262e-05,0
26,19_11_right,0.977378730255834,10.99489122811449,1.1679106526957224,7.977481319038338e-05,0
27,19_1_right,0.9960311388468336,11.89189261087505,1.2392134773227461,5.2914804171987805e-05,0
28,19_3_right,0.9744966962931368,24.600394844974748,1.3364803024632768,8.886490657323975e-05,0
29,19_5_right,0.991445606138843,12.30817613852765,0.6234469976448563,4.1624469521605053e-05,0
30,19_7_right,0.9958605240271565,14.320995422285005,0.729355638914462,4.041883680555552e-05,0
31,19_9_right,0.9886851443664563,23.24815665446476,0.4738335733861079,5.4976851851851756e-05,0
32,24_3_right,0.9950294467420243,10.020654749927571,0.6740940718258364,0.00013033693415637882,0
33,24_5_right,0.9940975547131727,14.196347387322799,0.5640309478066811,0.00023007856341189888,0
34,26_1_left,0.8946283136464976,5.33109626901045,0.6893726769017017,0.00018752030539311232,0
35,26_1_right,0.9153235124873985,16.4097253293919,0.6995288368272254,0.00018126286008230416,0
36,26_3_left,0.903646777821667,5.578267645139122,0.7852181925401738,0.00013812743664717454,0
37,26_3_right,0.9845151692636526,5.212484727958212,0.8792191638929637,0.00017323602537722957,0
38,28_1_left,0.9954718255046845,11.653545261978076,0.6075213230144362,0.0004174382716049386,0
39,29_1_left,0.9870114000708784,10.914772379773863,0.46697518751090167,5.371557454890766e-05,0
40,29_5_left,0.9453806882386196,8.32901313497973,1.4583738982916954,0.00018219521604938255,0
41,30_11_right,0.9753472720760927,11.781167780553897,0.8691279911370174,0.00024377893518518504,0
42,30_3_right,0.9288810588256761,19.61841134762029,0.6877940407380919,0.00016593215811965925,0
43,30_7_right,0.977247812483527,21.867320991831498,0.47440703171470905,0.00015946502057613213,0
44,30_9_right,0.9721307058569932,9.790934609884935,1.5045350747871333,0.00026009516460905323,0
45,38_2_right,0.8424679480051952,23.177107426336764,0.4214526569730156,0.0005877349887766551,0
