frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,1.0416666666666667,0.16666666666666666,0.30416666666666664,0.5847222222222223
2,1.0444444444444445,0.18055555555555555,,
3,1.0333333333333334,0.1875,,
4,1.0569444444444445,0.18472222222222223,,
5,1.0361111111111112,0.19722222222222222,,
6,1.023611111111111,0.21388888888888888,,
18,0.40555555555555556,0.6263888888888889,,
19,0.38472222222222224,0.6166666666666667,,
20,0.3638888888888889,0.6138888888888889,,
21,0.35138888888888886,0.6041666666666666,,
22,0.33611111111111114,0.6055555555555555,,
23,0.3277777777777778,0.6097222222222223,,
24,0.3347222222222222,0.6041666666666666,,
25,0.3388888888888889,0.6013888888888889,,
26,0.3263888888888889,0.6097222222222223,,
