,Threshold,threshold,accuracy_value
0,Q1_0,3.8675e-05,0.3438914027149321
1,Q2_0,0.00012786550000000002,0.4253393665158371
2,Q3_0,0.00037416,0.5248868778280543
3,upper_bound_0,0.0008773875,0.6380090497737556
4,lower_bound_0,-0.00046455250000000003,0.3393665158371041
5,Q1_1,1.53e-05,0.3257918552036199
6,Q2_1,4.18e-05,0.35294117647058826
7,Q3_1,0.0001833365,0.47058823529411764
8,upper_bound_1,0.00043539124999999996,0.5429864253393665
9,lower_bound_1,-0.00023675474999999997,0.3393665158371041
