,Threshold,threshold,accuracy_value
0,Q1_0,0.01782524775,0.45248868778280543
1,Q2_0,0.028480282000000003,0.5927601809954751
2,Q3_0,0.04162599075,0.7330316742081447
3,upper_bound_0,0.07732710525,0.832579185520362
4,lower_bound_0,-0.017875866750000007,0.2850678733031674
5,Q1_1,0.038347773,0.7058823529411765
6,Q2_1,0.072021623,0.8416289592760181
7,Q3_1,0.150445294,0.7873303167420814
8,upper_bound_1,0.3185915755,0.7149321266968326
9,lower_bound_1,-0.1297985085,0.2850678733031674
