,Threshold,threshold,accuracy_value
0,Q1_0,5.796730142775642,0.6045454545454545
1,Q2_0,9.68708012823337,0.7181818181818181
2,Q3_0,14.628997113217508,0.8068181818181818
3,upper_bound_0,27.87739756888031,0.6977272727272728
4,lower_bound_0,-7.451670312887158,0.475
5,Q1_1,18.652772397111377,0.7886363636363637
6,Q2_1,26.058647177263275,0.7090909090909091
7,Q3_1,34.56800284327448,0.615909090909091
8,upper_bound_1,58.440848512519125,0.5340909090909091
9,lower_bound_1,-5.220073272133273,0.475
