,Threshold,threshold,accuracy_value
0,Q1_0,0.5481428884147284,0.4818181818181818
1,Q2_0,0.8032719380334407,0.5022727272727273
2,Q3_0,1.278358696119335,0.4863636363636364
3,upper_bound_0,2.373682407676245,0.525
4,lower_bound_0,-0.5471808231421815,0.475
5,Q1_1,0.5359724514554937,0.47954545454545455
6,Q2_1,0.8220848480758971,0.509090909090909
7,Q3_1,1.1643790315782805,0.48863636363636365
8,upper_bound_1,2.1069889017624606,0.5159090909090909
9,lower_bound_1,-0.40663741872868664,0.475
