,Threshold,threshold,accuracy_value
0,Q1_0,0.95239491176637,0.2636363636363636
1,Q2_0,0.975111246677121,0.34545454545454546
2,Q3_0,0.9884444878043218,0.42954545454545456
3,upper_bound_0,1.0425188518612494,0.525
4,lower_bound_0,0.8983205477094424,0.2590909090909091
5,Q1_1,0.6914466883568368,0.3659090909090909
6,Q2_1,0.8779596941310194,0.2681818181818182
7,Q3_1,0.957316054940853,0.26590909090909093
8,upper_bound_1,1.3561201048168774,0.525
9,lower_bound_1,0.29264263848081234,0.44545454545454544
