,Threshold,threshold,accuracy_value
0,Q1_0,5.3899999999999996e-05,0.46261682242990654
1,Q2_0,0.000117207,0.441588785046729
2,Q3_0,0.00039665049999999997,0.4462616822429907
3,upper_bound_0,0.0009107762499999999,0.4719626168224299
4,lower_bound_0,-0.00046022574999999996,0.4976635514018692
5,Q1_1,4.46e-05,0.46261682242990654
6,Q2_1,7.91e-05,0.4439252336448598
7,Q3_1,0.000227366,0.4252336448598131
8,upper_bound_1,0.000501515,0.4532710280373832
9,lower_bound_1,-0.000229549,0.4976635514018692
