frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,0.8666666666666667,0.19722222222222222,0.3611111111111111,0.5402777777777777
2,0.8680555555555556,0.19444444444444445,,
3,0.8694444444444445,0.19722222222222222,,
4,0.8694444444444445,0.2,,
5,0.8694444444444445,0.20277777777777778,,
6,0.8694444444444445,0.20833333333333334,,
7,0.8652777777777778,0.21666666666666667,,
8,0.8597222222222223,0.22777777777777777,,
9,0.8513888888888889,0.24027777777777778,,
10,0.8388888888888889,0.25833333333333336,,
11,0.8305555555555556,0.2763888888888889,,
12,0.8291666666666667,0.29444444444444445,,
13,0.8111111111111111,0.3125,,
14,0.7791666666666667,0.3277777777777778,,
15,0.7527777777777778,0.35694444444444445,,
16,0.7444444444444445,0.37083333333333335,,
17,0.7263888888888889,0.39305555555555555,,
18,0.6986111111111111,0.4111111111111111,,
19,0.6736111111111112,0.43333333333333335,,
20,0.6541666666666667,0.45,,
21,0.6263888888888889,0.4652777777777778,,
22,0.6055555555555555,0.48055555555555557,,
23,0.5791666666666667,0.4930555555555556,,
24,0.5569444444444445,0.5083333333333333,,
25,0.5388888888888889,0.5180555555555556,,
26,0.5222222222222223,0.525,,
27,0.5055555555555555,0.5319444444444444,,
28,0.4875,0.5375,,
29,0.475,0.5430555555555555,,
30,0.4597222222222222,0.5444444444444444,,
31,0.4444444444444444,0.5458333333333333,,
32,0.4263888888888889,0.5472222222222223,,
33,0.4125,0.5472222222222223,,
34,0.4,0.5458333333333333,,
35,0.3861111111111111,0.5458333333333333,,
36,0.375,0.5430555555555555,,
37,0.36527777777777776,0.5430555555555555,,
