frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,0.9916666666666667,0.12638888888888888,0.3472222222222222,0.5055555555555555
2,1.0319444444444446,0.15138888888888888,,
3,0.9763888888888889,0.2,,
4,0.9583333333333334,0.2111111111111111,,
6,0.9763888888888889,0.3194444444444444,,
9,0.75,0.44583333333333336,,
10,0.7138888888888889,0.4583333333333333,,
11,0.7416666666666667,0.525,,
12,0.7041666666666667,0.5486111111111112,,
13,0.6555555555555556,0.5652777777777778,,
14,0.6125,0.5652777777777778,,
15,0.575,0.5611111111111111,,
16,0.5402777777777777,0.5541666666666667,,
17,0.5097222222222222,0.5472222222222223,,
18,0.48055555555555557,0.5402777777777777,,
19,0.45694444444444443,0.5333333333333333,,
20,0.4361111111111111,0.5277777777777778,,
21,0.4166666666666667,0.5236111111111111,,
22,0.3972222222222222,0.5208333333333334,,
23,0.38333333333333336,0.5194444444444445,,
24,0.36944444444444446,0.5166666666666667,,
25,0.35555555555555557,0.5194444444444445,,
26,0.3486111111111111,0.5180555555555556,,
27,0.34305555555555556,0.5166666666666667,,
28,0.3402777777777778,0.5152777777777777,,
29,0.3402777777777778,0.5152777777777777,,
30,0.3388888888888889,0.5138888888888888,,
